,arrivals_exponential_rate,services_exponential_rate,number_of_stations,queue_size_avg,wait_time_avg,response_time_avg,end_to_end_delay_avg,drop_probabilities,queue_capacity
11,100,210;210;210,3,0.4304613812107582;0.43033186038314597;0.427650579114631,0.004294851738082885;0.004294088115937949;0.004268188993429163,0.009068464861505315;0.009047634709502905;0.009006709684027286,0.027122944631163323;0.0;0.0,9e-05;0.00013001300130013;0.00013003641019485455,10.0
12,100,220;220;220,3,0.37668203722503457;0.3743491790049853;0.37597661600032256,0.0037761651510974047;0.0037529275610920726;0.003769486009311864,0.008335442185335858;0.008307047903810136;0.008322610348986301,0.02496513387426752;0.0;0.0,9e-05;5.000500050005001e-05;9.00135020253038e-05,10.0
13,100,230;230;230,3,0.3234747797273446;0.3228749520846219;0.32143833133003363,0.0032540356766819294;0.0032481318515845967;0.0032338238532885976,0.007616216847437905;0.00757798662432702;0.007572915693431904,0.022767250516008346;0.0;0.0,4e-05;3.0001500075003752e-05;3.000270024302187e-05,10.0
14,100,240;240;240,3,0.294821789361515;0.297336627772776;0.2935766921826513,0.0029563331586528615;0.002981691900249697;0.002944381753567737,0.007117525213668321;0.007166063043236404;0.007112517222306948,0.021395607799495855;0.0;0.0,0.0001;3.0003300363039935e-05;6.000840117616466e-05,10.0
15,100,250;250;250,3,0.26912440213470984;0.2660918560418665;0.2623563496872817,0.0026869671669354314;0.0026568221047949905;0.00261967949498751,0.006684534150218421;0.0066638411239914215;0.00661876867760648,0.01996656705469048;0.0;0.0,1e-05;5.00010000200004e-05;3.0002400192015362e-05,10.0
16,100,260;260;260,3,0.2377339511701777;0.23540068155929694;0.23912449720790227,0.0023833531603806293;0.0023599875775970674;0.0023974346810078165,0.00620930296102606;0.006209937264986733;0.006242520255020056,0.018662137853176976;0.0;0.0,1e-05;2.000060001800054e-05;2.00010000500025e-05,10.0
17,100,270;270;270,3,0.21715045978948408;0.21281010885875645;0.21596860700371154,0.002170210562299804;0.0021268396108762456;0.0021584066532544374,0.005891998295496599;0.005807114811240555;0.005857552920498709,0.017556633271374;0.0;0.0,2e-05;0.0;1.000040001600064e-05,10.0
18,100,280;280;280,3,0.2038455162441564;0.19868174142626693;0.1967881988819977,0.0020344410452868725;0.0019829286502323204;0.0019638403134020063,0.005630181648305767;0.005551555585845585;0.0055244094991445,0.016706118740771252;0.0;0.0,0.0;0.0;1.000010000100001e-05,10.0
19,100,290;290;290,3,0.18066619515596208;0.18622423656655024;0.1842983697082249,0.0018021779690762308;0.001857598244859645;0.001838556192949142,0.005249350242751792;0.005318088837185968;0.005291949469750125,0.01585941835454833;0.0;0.0,0.0;0.0;0.0,10.0
20,100,300;300;300,3,0.16656675638544272;0.1699766504798762;0.16539674046412176,0.0016653121733925056;0.0016994363834296083;0.0016536564748275515,0.0049929614233701555;0.005040982122314201;0.004963825408428662,0.014997800848208462;0.0;0.0,3e-05;0.0;0.0,10.0
21,100,310;310;310,3,0.15294062750139395;0.15322705890438013;0.15529356699578092,0.0015268752558698626;0.0015296879141206009;0.0015503204390003625,0.004747420527899336;0.004756001232577943;0.004774850796550651,0.014278272557027894;0.0;0.0,1e-05;0.0;0.0,10.0
22,100,320;320;320,3,0.14510699568968208;0.14206499076441795;0.13834030102144895,0.0014490404644252849;0.001418695033232642;0.0013814112970774051,0.0045778512802683675;0.004520979756063333;0.004499833211580122,0.013598837971107485;0.0;0.0,0.0;0.0;0.0,10.0
23,100,330;330;330,3,0.1315174011671356;0.13304426224666843;0.13576591648909617,0.0013091807698137022;0.0013243979689430436;0.0013515055802819163,0.004336773262530597;0.004349507889685581;0.0043851080807460995,0.013071395810213833;0.0;0.0,0.0;0.0;1.000010000100001e-05,10.0
24,100,340;340;340,3,0.12390968747645256;0.12234967743475628;0.12334295243239422,0.0012340993001944225;0.0012185890236880554;0.0012283918011842861,0.004179376428112885;0.004158721956129178;0.004163875267373026,0.012501945488619349;0.0;0.0,0.0;0.0;0.0,10.0
25,100,350;350;350,3,0.11284240837781731;0.11677009330009745;0.11358499596470842,0.0011321402645815828;0.0011714252766148179;0.001139473744026879,0.003995478391195282;0.004044255335423172;0.003992514221401427,0.01203224794801988;0.0;0.0,0.0;0.0;0.0,10.0
26,100,360;360;360,3,0.10664749297918738;0.10709945229128272;0.1061198313257306,0.001062427684161902;0.0010669316038155962;0.0010571821305731105,0.0038445314047380343;0.0038545027659341573;0.003832420505193114,0.011531477546376828;0.0;0.0,0.0;2.000040000800016e-05;0.0,10.0
27,100,370;370;370,3,0.1011752518749511;0.10000618908615282;0.10212555726877244,0.0010079489439465794;0.0009963080611635295;0.0010174339052789934,0.003703899959286027;0.003693792172244898;0.003733229268710486,0.011130921400241404;0.0;0.0,0.0;0.0;0.0,10.0
28,100,380;380;380,3,0.09343308528949613;0.09098598822613786;0.09154968163563096,0.0009379591659536636;0.0009134229765145651;0.0009190917529111699,0.0035720018693566904;0.003543589334200532;0.0035475945336275743,0.010663191115329285;0.0;0.0,0.0;0.0;0.0,10.0
29,100,390;390;390,3,0.08653202837362368;0.08826991764792255;0.08783266707523567,0.0008661318816700903;0.0008834555976429707;0.0008790946100829894,0.003424858501239072;0.0034594788500784575;0.00345164114646041,0.010335978497777922;0.0;0.0,0.0;0.0;0.0,10.0
30,100,400;400;400,3,0.08424320235814461;0.08500942818220286;0.08427691682728755,0.0008419389148458252;0.0008495965586694418;0.0008422822150930526,0.0033452759304483984;0.0033431986162599393;0.0033382806808862834,0.010026719363354307;0.0;0.0,0.0;0.0;0.0,10.0
31,100,410;410;410,3,0.07911225905944995;0.07766087111205393;0.08022230890298536,0.000789728178756184;0.0007752081572380236;0.0008007779805880101,0.0032342511852206566;0.003206489398698185;0.003233310338057065,0.009674050921975893;0.0;0.0,0.0;0.0;0.0,10.0
32,100,420;420;420,3,0.07259584801827519;0.07408825016171158;0.07415998417758109,0.0007265998878404359;0.0007415422967325826;0.0007422612523315905,0.003099122187455334;0.0031153548383041473;0.00313178919366979,0.00934626621942927;0.0;0.0,0.0;0.0;0.0,10.0
33,100,430;430;430,3,0.07114647844706788;0.07050991615770306;0.07037158748420715,0.0007122070056144327;0.0007059581435025427;0.000704472632603967,0.003035406476287777;0.00302824641488282;0.0030354118139315836,0.009099034145211335;0.0;0.0,0.0;0.0;0.0,10.0
34,100,440;440;440,3,0.06682381907288111;0.06719600019423236;0.06671853441239192,0.0006668677022736701;0.0006705931688067498;0.0006658296966967027,0.0029278610544563664;0.0029473468075960543;0.002940518260633291,0.008815726122685727;0.0;0.0,0.0;0.0;0.0,10.0
35,100,450;450;450,3,0.0625960747501376;0.06406981251102356;0.0636361437402009,0.000625464253474817;0.0006401942507010692;0.0006358262950968909,0.0028358634448692683;0.0028606667973090348;0.0028560431681708977,0.008552541799167966;0.0;0.0,0.0;0.0;0.0,10.0
36,100,460;460;460,3,0.06120830997011056;0.05829328492490638;0.05978690308854907,0.0006123391735780596;0.0005831292114875853;0.0005980324850502512,0.002794278965441102;0.0027410099379042924;0.0027687608494640246,0.0083040497528094;0.0;0.0,0.0;0.0;0.0,10.0
37,100,470;470;470,3,0.05740981832669862;0.05819710385784009;0.058694787444568075,0.0005725852860531251;0.0005804103847763379;0.0005854087852098709,0.00269327686442326;0.0027125158932010326;0.002726916272769591,0.008132709030393879;0.0;0.0,0.0;0.0;0.0,10.0
38,100,480;480;480,3,0.05576357939189171;0.0557583048465718;0.0539553551960674,0.0005573118385882604;0.0005572573877296262;0.0005392514655184101,0.002646607770564243;0.0026490385360191703;0.0026242430293070616,0.00791988933589047;0.0;0.0,0.0;0.0;0.0,10.0
39,100,490;490;490,3,0.05250942568269107;0.05221067650704978;0.052965102285175335,0.0005260332798224118;0.0005230797569789043;0.0005306434400934027,0.002564771914699041;0.002559718935109861;0.0025690774424314026,0.0076935682922403;0.0;0.0,0.0;0.0;0.0,10.0
40,100,500;500;500,3,0.04951662847229469;0.04889343712975926;0.050065341378241986,0.00049625144565582;0.0004900136071576861;0.0005017520566503301,0.002494536132433921;0.0024784035762070596;0.0025080044317220924,0.007480944140363076;0.0;0.0,0.0;0.0;0.0,10.0
41,100,510;510;510,3,0.04798828054111934;0.047132927459633205;0.04761786358923767,0.0004805164397956605;0.0004718922520904392;0.00047680454554129595,0.0024406054662216496;0.002429393406432105;0.002438993166679461,0.00730899203933321;0.0;0.0,0.0;0.0;0.0,10.0
42,100,520;520;520,3,0.04588227501845931;0.046497361957636194;0.045717378421546544,0.00045739733145072;0.00046356797531861517;0.00045579662199509606,0.0023775195976527205;0.00239128016779488;0.0023773757720914747,0.007146175537539073;0.0;0.0,0.0;0.0;0.0,10.0
43,100,530;530;530,3,0.04322288758146;0.04424345578805334;0.043289133735333246,0.00043355170250330684;0.0004438663045994338;0.0004342957732188967,0.002320377767526868;0.002335678382185577;0.0023207722257082395,0.006976826683790514;0.0;0.0,0.0;0.0;0.0,10.0
44,100,540;540;540,3,0.04208715357380754;0.042220188333528426;0.042180850478091066,0.0004202250237852346;0.00042150188990196946;0.00042109392895566417,0.002274365436523277;0.002273967091097958;0.002269263756985655,0.006817596284606882;0.0;0.0,0.0;0.0;0.0,10.0
45,100,550;550;550,3,0.040483813896411536;0.0402927317219525;0.04136052998341541,0.0004042843912054771;0.0004023745865537472;0.00041307842481372146,0.002220749098596054;0.0022173502994142294;0.0022342818555058,0.006672381253516093;0.0;0.0,0.0;0.0;0.0,10.0
46,100,560;560;560,3,0.0387893327981744;0.0394960681094453;0.03915228268197156,0.00038735568096832533;0.0003944626386503527;0.00039103026354991654,0.0021746934620153367;0.002196156754395061;0.002173242996246989,0.006544093212657394;0.0;0.0,0.0;0.0;0.0,10.0
47,100,570;570;570,3,0.0372727318830945;0.03667488354023346;0.03851538536113458,0.00037158421858805244;0.00036564340210653836;0.0003839777878072998,0.0021286621868720243;0.0021206430044879627;0.002144556744227234,0.00639386193558722;0.0;0.0,0.0;0.0;0.0,10.0
48,100,580;580;580,3,0.03648160390552816;0.036030677464454604;0.03618215553525129,0.00036508288684065286;0.00036057490027564647;0.0003620364889420321,0.002088599078024611;0.0020893410788580856;0.0020855025496730236,0.006263448331013317;0.0;0.0,0.0;0.0;0.0,10.0
49,100,590;590;590,3,0.035316206928554104;0.03425913173912724;0.03551182015179054,0.00035176104561702505;0.0003411969139568533;0.0003536732011878792,0.002053891046637752;0.002028203932025881;0.0020540084960312525,0.006136103474694877;0.0;0.0,0.0;0.0;0.0,10.0
50,100,600;600;600,3,0.03345502910523245;0.03369623877304195;0.03370722741242304,0.000332840700665674;0.00033526338425177084;0.00033537373595057373,0.001998231842861571;0.0020008855496339052;0.001993614751645185,0.005992732144140658;0.0;0.0,0.0;0.0;0.0,10.0
51,100,610;610;610,3,0.032129514327575964;0.032621979800669075;0.0321464169346048,0.00032105069669765104;0.00032590830239197227;0.00032120681962662003,0.001955463234494702;0.001963620504150034;0.0019499610924859573,0.005869022716575205;0.0;0.0,0.0;0.0;0.0,10.0
52,100,620;620;620,3,0.030933679295219632;0.031024148678583795;0.03046387304562894,0.0003089029005642202;0.000309832551424866;0.00030421768219423124,0.001924173067495294;0.0019274953847734687;0.0019017990757821258,0.005753467528050894;0.0;0.0,0.0;0.0;0.0,10.0
53,100,630;630;630,3,0.030294036457459605;0.030247890333110202;0.029643792746326104,0.0003023479282490285;0.0003018907754339642;0.00029586311259986476,0.0018944686123735775;0.0018865695254398722;0.0018846700296838927,0.005665708167497351;0.0;0.0,0.0;0.0;0.0,10.0
54,100,640;640;640,3,0.02931782612431988;0.029359957787720856;0.02981809345010702,0.0002914765656717886;0.00029188538544377854;0.0002964442410466322,0.0018568844625247052;0.001849369688713474;0.0018603805555438334,0.005566634706782017;0.0;0.0,0.0;0.0;0.0,10.0
55,100,650;650;650,3,0.02786783381791939;0.027440934151995798;0.028306227248781405,0.0002792908307134306;0.0002750123381807311;0.00028369443097275013,0.001822940190004325;0.0018124265148783427;0.0018223019332615001,0.0054576686381441674;0.0;0.0,0.0;0.0;0.0,10.0
56,100,660;660;660,3,0.027003150555463557;0.02739404206184548;0.02725288158106925,0.0002698220108010691;0.00027371519576135006;0.0002723245221766324,0.0017803863978056594;0.0017914691785536627;0.0017917479938194922,0.005363620105434679;0.0;0.0,0.0;0.0;0.0,10.0
57,100,670;670;670,3,0.02619985137271464;0.025216727579781086;0.02621460930400933,0.00026195652947882774;0.00025213197083444333;0.00026211091322700007,0.001750381207459174;0.0017482301033270983;0.0017561674428900928,0.005254778753676377;0.0;0.0,0.0;0.0;0.0,10.0
58,100,680;680;680,3,0.025522753146493053;0.025291994788502234;0.025243570524505512,0.00025570934040515536;0.0002534049285152711;0.0002529239048415179,0.0017335685198366345;0.0017306720024534866;0.0017254547762200958,0.0051896952985102125;0.0;0.0,0.0;0.0;0.0,10.0
59,100,690;690;690,3,0.024579468950488348;0.025096120493087442;0.024509312878314118,0.0002463577384048283;0.0002515406253405426;0.00024566855968133827,0.0016968171916154067;0.0017081689768894946;0.0016900313259540067,0.005095029658833396;0.0;0.0,0.0;0.0;0.0,10.0
60,100,700;700;700,3,0.024305537222773958;0.023199457888704433;0.023813544210795193,0.0002437947087808802;0.0002327003678063174;0.0002388609923184179,0.0016797796006136566;0.0016554334637924463;0.0016698578024653883,0.005005070866871497;0.0;0.0,0.0;0.0;0.0,10.0
61,100,710;710;710,3,0.022724721508031856;0.022880956149817673;0.023227639689994396,0.00022709952964790648;0.00022866319421850273;0.00023212808287829828,0.0016372070544615456;0.0016325831026768824;0.0016437054747621218,0.004913495631900553;0.0;0.0,0.0;0.0;0.0,10.0
62,100,720;720;720,3,0.022376390407218626;0.022636756678848943;0.022121117946791304,0.00022338298249184292;0.00022599375037404737;0.00022083804169959425,0.0016154967238660159;0.0016202809359007722;0.001612792548520561,0.00484857020828735;0.0;0.0,0.0;0.0;0.0,10.0
63,100,730;730;730,3,0.021911958445154457;0.021994999267233157;0.021718461529879617,0.00021914515474581598;0.0002199788234972929;0.0002172060341276522,0.001589081578196491;0.0015878994594736447;0.0015905426854211067,0.0047675237230912415;0.0;0.0,0.0;0.0;0.0,10.0
64,100,740;740;740,3,0.020840783558953038;0.020737613232798175;0.0214483168162461,0.00020843575031746883;0.00020740674345130514;0.00021451507444626017,0.0015546099418523164;0.0015511048874730273;0.001570509399766765,0.004676224229092129;0.0;0.0,0.0;0.0;0.0,10.0
65,100,750;750;750,3,0.020594191142464777;0.019790839565540445;0.020139481720465365,0.00020608942459316432;0.00019803617433306425;0.00020151912735397317,0.001541403482900766;0.0015292556388013287;0.0015273609268577643,0.00459802004855986;0.0;0.0,0.0;0.0;0.0,10.0
66,100,760;760;760,3,0.01993943577481296;0.01966084890099382;0.02009469216234857,0.0001997905082606758;0.0001969703867321611;0.00020134352978543393,0.0015123927779013293;0.0015090218217943428;0.0015152875575520101,0.004536698016814584;0.0;0.0,0.0;0.0;0.0,10.0
67,100,770;770;770,3,0.01960156766041129;0.01936641395084766;0.019070830542635222,0.00019559135658278945;0.00019321308691149246;0.0001902975083495107,0.001493328316105871;0.001487462395795371;0.0014823479677743689,0.004463138679675611;0.0;0.0,0.0;0.0;0.0,10.0
68,100,780;780;780,3,0.01926593063903004;0.018605045445073586;0.01902125326580261,0.0001928279951163277;0.00018621144504178374;0.00019037750331558177,0.0014834856787340803;0.0014731022463203313;0.00147128613221763,0.004427874057272034;0.0;0.0,0.0;0.0;0.0,10.0
69,100,790;790;790,3,0.01829543432257139;0.018476240703042945;0.01842649668214141,0.00018287081131543193;0.00018466756111808658;0.00018418303564978934,0.0014480113481204072;0.001448429207389121;0.0014520255305525457,0.004348466086062071;0.0;0.0,0.0;0.0;0.0,10.0
70,100,800;800;800,3,0.017247552787030596;0.01703450958820536;0.017876807031215945,0.00017205431186863767;0.000169924744665355;0.0001783283896019928,0.0014199743261101051;0.0014133003571667796;0.0014312474386055935,0.004264522121882478;0.0;0.0,0.0;0.0;0.0,10.0
71,100,810;810;810,3,0.017112640538275912;0.0169068509319213;0.017411959468756434,0.00017218999965921484;0.00017018614919930052;0.0001751458796522324,0.0013994201212629244;0.0014042718085939454;0.001411088092628106,0.00421478002248497;0.0;0.0,0.0;0.0;0.0,10.0
72,100,820;820;820,3,0.01636335285809965;0.016595110169563387;0.016622930322941473,0.00016436168634174618;0.00016667537139994538;0.0001669714236329369,0.0013780636487458688;0.0013847664944097837;0.0013934728412278781,0.004156302984383528;0.0;0.0,0.0;0.0;0.0,10.0
73,100,830;830;830,3,0.016614443680087715;0.017201269185416677;0.016533477877722483,0.00016652709461393087;0.00017240043883561606;0.00016571410609781217,0.0013667205473959151;0.0013851155840043517;0.0013748087871856332,0.004126657520206216;0.0;0.0,0.0;0.0;0.0,10.0
74,100,840;840;840,3,0.01605410053141588;0.01685142340653446;0.01626689596602229,0.00016006865138516027;0.00016804569144125193;0.00016221696277109618,0.0013479643090834148;0.0013640436420581407;0.0013511519047830316,0.004063159855924591;0.0;0.0,0.0;0.0;0.0,10.0
75,100,850;850;850,3,0.01594971570799569;0.01574466984036343;0.016327963108460394,0.00015893931414521833;0.0001568978665187137;0.00016270282870942178,0.0013372758781836538;0.0013335655413660196;0.0013390364999496893,0.004009877919499364;0.0;0.0,0.0;0.0;0.0,10.0
76,100,860;860;860,3,0.015372384061839432;0.014974520068223366;0.01544591534940152,0.00015452176582513862;0.00015052881559240837;0.00015529172028659358,0.0013150199450905453;0.0013090626237415393;0.001325483451828585,0.00394956602066067;0.0;0.0,0.0;0.0;0.0,10.0
77,100,870;870;870,3,0.014482331091468159;0.014508870460263206;0.014403607581686873,0.00014496703845151177;0.00014519796534334317;0.0001441415617334639,0.001289187190056073;0.0012908586745783148;0.0012893873549949864,0.0038694332196293805;0.0;0.0,0.0;0.0;0.0,10.0
78,100,880;880;880,3,0.014490240484601732;0.013682695157825608;0.01471246220098954,0.00014530266078637344;0.00013720666603756596;0.00014752804367282638,0.0012797762532595301;0.0012662154602493998;0.001279485073060931,0.003825476786569853;0.0;0.0,0.0;0.0;0.0,10.0
79,100,890;890;890,3,0.013846340264423607;0.01409674046382376;0.014137346982549618,0.00013781938601829962;0.00014032640407825103;0.00014073079945769204,0.0012581704206047206;0.0012564071426780909;0.0012605771570485343,0.0037751471458425437;0.0;0.0,0.0;0.0;0.0,10.0
80,100,900;900;900,3,0.01355845459023762;0.01391429539089437;0.013753103093617542,0.0001352477391723288;0.00013881860918444255;0.00013721119154455201,0.001242842479298653;0.0012541064962155609;0.0012458027179643168,0.003742751693478533;0.0;0.0,0.0;0.0;0.0,10.0
81,100,910;910;910,3,0.013488676469859797;0.013461707202722457;0.013464494392396957,0.00013519601439940766;0.00013492448033246255;0.0001349531039364907,0.0012333050349520498;0.0012337059480297975;0.0012379513462136352,0.0037049623291954786;0.0;0.0,0.0;0.0;0.0,10.0
82,100,920;920;920,3,0.01302975817055685;0.013307792572320041;0.013392605497501237,0.00013018043112898904;0.0001329681143008142;0.00013381601584422145,0.0012104263668927602;0.0012216927129809396;0.0012226898807810298,0.0036548089606547323;0.0;0.0,0.0;0.0;0.0,10.0
83,100,930;930;930,3,0.012945890180973212;0.012824874630865315;0.012879419614114353,0.00012884869464288676;0.00012764603032511664;0.00012818043522305246,0.0012039616535832064;0.0012032921179575722;0.0012020610512879534,0.0036093148228287337;0.0;0.0,0.0;0.0;0.0,10.0
84,100,940;940;940,3,0.012963817048321346;0.012496831023463401;0.012676309906103253,0.00012919682992380447;0.0001244805221727109;0.0001262750580772791,0.0011953844912010803;0.0011835663196140172;0.0011883849930452914,0.003567335803860382;0.0;0.0,0.0;0.0;0.0,10.0
85,100,950;950;950,3,0.012403822101093588;0.012256576436536689;0.012277079389422315,0.00012418164573390136;0.00012270975341650264;0.00012292936000609506,0.0011816620432027931;0.001171635684246495;0.0011753281617745198,0.0035286258892238114;0.0;0.0,0.0;0.0;0.0,10.0
86,100,960;960;960,3,0.012556562031237313;0.01213969058589533;0.011684051904945944,0.00012575910640991864;0.00012158529562308956;0.0001170218828009576,0.001174306555040755;0.001159113420770166;0.0011570547946694741,0.003490474770480392;0.0;0.0,0.0;0.0;0.0,10.0
87,100,970;970;970,3,0.011736020964964617;0.011494308510329097;0.011842843006860065,0.00011767826614523541;0.0001152633043945425;0.00011875844661601918,0.0011503574726277389;0.001147262910706093;0.0011558609420735397,0.0034534813254073742;0.0;0.0,0.0;0.0;0.0,10.0
88,100,980;980;980,3,0.011544925130905017;0.011926055258048698;0.011724589751813407,0.00011575230346448402;0.0001195821012496834;0.00011756232840532723,0.0011389944561292248;0.0011451546008950796;0.0011398119047842231,0.0034239805819660275;0.0;0.0,0.0;0.0;0.0,10.0
89,100,990;990;990,3,0.011156886167700933;0.011432505577225369;0.011090075526505488,0.00011169474595024675;0.00011451897912660778;0.00011111183414850171,0.0011258365107939827;0.0011207749297900329;0.0011222418049320231,0.0033688532455160448;0.0;0.0,0.0;0.0;0.0,10.0
90,110,100;100;100,3,5.686082633690154;4.021427104887225;3.3839755142187875,0.05977774652401995;0.044871009367465235;0.039092312854813474,0.06980153654218355;0.054863482633122636;0.04913665564616749,0.1765404920568594;0.0;0.0,0.13569;0.0577712983211265;0.034078349502640305,10.0
91,110,110;110;110,3,4.542714414733006;3.7066930129790356;3.0425939753778763,0.045109719293095984;0.038605403508330104;0.03260662342992645,0.05418939533832041;0.0477751783290171;0.04167064413582976,0.1453744759234817;0.0;0.0,0.08305;0.04643122027834737;0.028162569634298393,10.0
92,110,120;120;120,3,3.676406798060965;3.123722756406212;2.8620734189800308,0.034972408219636604;0.030622817568352716;0.028761851920289554,0.04330940703807575;0.03897798798942457;0.03714471923566419,0.12038723295309033;0.0;0.0,0.05032;0.029757705308159677;0.024259198957994138,10.0
93,110,130;130;130,3,2.8279204341890822;2.4770919509885445;2.3424660942201267,0.026458281215443493;0.02359735743105421;0.022685291260218392,0.03414685503762714;0.03123645920707028;0.030364494892544933,0.09616701843575044;0.0;0.0,0.02822;0.017844279333978225;0.016314085436771132,10.0
94,110,140;140;140,3,2.2023983513381844;2.0520384667829767;1.9089710199501526,0.020315087060513173;0.019168474307015074;0.01799460795438619,0.027463282108973162;0.026292641684733765;0.02510666912091067,0.07907763323314351;0.0;0.0,0.01549;0.012524378352023403;0.009103720695791715,10.0
95,110,150;150;150,3,1.7024990159357147;1.6024806952452075;1.5758699214557441,0.015705685497815338;0.014876905912734089;0.014711674734677138,0.022360670457349182;0.021524039667776218;0.02137026763243673,0.06534973018397756;0.0;0.0,0.00929;0.006278389017866155;0.005546075085324232,10.0
96,110,160;160;160,3,1.3673207959443952;1.3426752348572544;1.314124221567692,0.01249342119742257;0.012316269346195863;0.012100334178378165,0.01872892485311026;0.018588292041827464;0.018345297171147634,0.05570325355838049;0.0;0.0,0.0054;0.0038709417951115536;0.0037750704040536583,10.0
97,110,170;170;170,3,1.1010025462792818;1.0860522412353328;1.0364788030667358,0.010111197571140453;0.009998174259546133;0.009558006879804808,0.016022405533223753;0.01587866238992446;0.015418878065666657,0.04733025419868785;0.0;0.0,0.00249;0.0024261138067931186;0.0017285389825739152,10.0
98,110,180;180;180,3,0.9215420313565261;0.8865037930711896;0.900307866535282,0.008394962791777948;0.008086854923269268;0.008225649303980799,0.013933460273731938;0.013633594229709006;0.013761151563962931,0.041335575795216295;0.0;0.0,0.00168;0.0012321686167655072;0.0015546795855525132,10.0
99,110,190;190;190,3,0.792225477457044;0.7519343588735194;0.7874915200706701,0.007209413730504918;0.006847865304371067;0.007177726191671101,0.012495261976324869;0.012081863967682759;0.012480558384336825,0.03706341398364874;0.0;0.0,0.00094;0.0006906837769391698;0.0008313967465341774,10.0
100,110,200;200;200,3,0.6802829005710217;0.6743202193565431;0.6724357150419026,0.006174109953230249;0.006123378722371227;0.00610959893529947,0.011175179666049431;0.011127368574516313;0.011110229321788713,0.033417262078301;0.0;0.0,0.00067;0.0006904764287358277;0.000530732410726803,10.0
101,110,210;210;210,3,0.5871852064824267;0.568409732952575;0.5785916617148208,0.005353970524418672;0.005184087969492019;0.005278714204449159,0.0101406739235442;0.009986070228537534;0.010061742319144137,0.030189226501446852;0.0;0.0,0.00026;0.0002200748254406498;0.00031017369727047146,10.0
102,110,220;220;220,3,0.5006764568709169;0.4750958761583805;0.49978348141865797,0.004555014967298967;0.004322882839559502;0.004549554368565694,0.009102370885665003;0.008837409248265553;0.00910786605887272,0.027046519011117712;0.0;0.0,0.00017;7.001260226840832e-05;0.00043010752688172043,10.0
103,110,230;230;230,3,0.45583972660468947;0.44541426385662086;0.45797439008849516,0.004115487231048639;0.004022829730945942;0.004136771526007788,0.008480501814299607;0.00836203314843817;0.008491831178432026,0.025334160319358413;0.0;0.0,0.00011;0.00011002090397175464;0.00011003411057427803,10.0
104,110,240;240;240,3,0.38199694232054515;0.38958123179803444;0.38141002577277316,0.0034775826061081037;0.0035470265446308443;0.003473169759671675,0.007650475933591419;0.007732098989426794;0.007649485993346058,0.02303240354287431;0.0;0.0,0.00018;7.001330252748022e-05;0.0001500390101426371,10.0
105,110,250;250;250,3,0.34115495582341276;0.340974685955106;0.3381902298124743,0.00311897559344383;0.0031175567719233365;0.003092288812849438,0.007114452866145908;0.007113961559904898;0.007091701010057434,0.021320309926176607;0.0;0.0,1e-05;6.000240009600384e-05;5.000500050005001e-05,10.0
106,110,260;260;260,3,0.3133497837184482;0.31436713218537626;0.311701004974219,0.0028324396074359643;0.002841509827066671;0.002817594180910643,0.006676787008968084;0.00669296356822253;0.006667029936735771,0.020036966054976964;0.0;0.0,0.00014;2.0003400578098278e-05;2.0003800722137207e-05,10.0
107,110,270;270;270,3,0.27705923688211753;0.2747443449280227;0.27797211440901287,0.0025357988940259827;0.0025145324524258766;0.0025440868608707728,0.006253834767983965;0.006221788877823795;0.006252065567703477,0.01872772744537771;0.0;0.0,2e-05;1.000040001600064e-05;0.0,10.0
108,110,280;280;280,3,0.2396368533402715;0.2482201174547033;0.25524762318261834,0.002185983467414982;0.002264383554977532;0.002328452624127783,0.005736819873253067;0.0058262484294395785;0.005902205512204817,0.017465503835673354;0.0;0.0,1e-05;0.0;0.0,10.0
109,110,290;290;290,3,0.22949966299639518;0.23126899709011026;0.23108242697808748,0.002087229523184739;0.0021033550830488867;0.002101805152940296,0.005527947303026955;0.005552526099950897;0.005561640111345563,0.016641787888984138;0.0;0.0,3e-05;0.0;4.000240014400864e-05,10.0
110,110,300;300;300,3,0.20615462270772938;0.20909630366032342;0.21107556537035185,0.0018796364648581104;0.0019064835332886843;0.0019245556421927444,0.005190454801422245;0.005241748620861426;0.005270485874548077,0.015702724390290974;0.0;0.0,1e-05;0.0;0.0,10.0
111,110,310;310;310,3,0.19590179914032055;0.1975919779166401;0.1943935089715563,0.0017768145763113964;0.0017920532901367326;0.0017630643441572328,0.00501206661935786;0.005025649530960898;0.004983892097721319,0.015021608248040103;0.0;0.0,1e-05;0.0;0.0,10.0
112,110,320;320;320,3,0.17800565538515423;0.1811821239657335;0.18028428597663182,0.001615080112066425;0.001643863394134124;0.001635722265917113,0.004733572365451888;0.004768403924501016;0.004767766699630448,0.014269742989583336;0.0;0.0,1e-05;0.0;0.0,10.0
113,110,330;330;330,3,0.16846648065443898;0.1646470438918877;0.16637569694050056,0.0015251569068970793;0.0014907196737199194;0.0015061833364825433,0.004555239908026416;0.0045155118178785295;0.004527333671241762,0.013598118332086398;0.0;0.0,0.0;0.0;0.0,10.0
114,110,340;340;340,3,0.15682382169543607;0.15838063307948108;0.1573838762974529,0.0014176846566902475;0.0014316653963439717;0.0014227232416701432,0.004347997739424549;0.004367900885286361;0.004378468006650634,0.013094350141282504;0.0;0.0,1e-05;4.000120003600108e-05;0.0,10.0
